发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211021213403,开,开,关,37°C,25%,0,16分钟
20211021213405,开,开,关,38°C,25%,0,16分钟
20211021213409,开,开,关,38°C,25%,0,18分钟
20211021213411,开,开,关,37°C,25%,0,18分钟
20211021213413,开,开,关,37°C,25%,0,17分钟
20211021213415,开,开,关,37°C,25%,0,16分钟
20211021213514,开,开,关,38°C,25%,0,16分钟
20211021213546,开,开,关,38°C,25%,0,15分钟
20211021213618,开,开,关,39°C,25%,0,15分钟
20211021213620,开,开,关,39°C,25%,0,14分钟
20211021213622,开,开,关,39°C,25%,46,14分钟
20211021213628,开,开,关,39°C,25%,47,14分钟
20211021213630,开,开,关,39°C,25%,48,14分钟
20211021213632,开,开,关,39°C,25%,47,14分钟
20211021213635,开,开,关,39°C,25%,48,14分钟
20211021213636,开,开,关,39°C,25%,50,14分钟
20211021213639,开,开,关,39°C,25%,47,14分钟
20211021213653,开,开,关,39°C,25%,48,14分钟
20211021213659,开,开,关,40°C,25%,48,14分钟
20211021213701,开,开,关,40°C,25%,50,14分钟
20211021213707,开,开,关,40°C,25%,48,13分钟
20211021213709,开,开,关,40°C,25%,42,13分钟
20211021213715,开,开,关,40°C,25%,43,13分钟
20211021213727,开,开,关,40°C,25%,45,13分钟
20211021213729,开,开,关,40°C,25%,46,13分钟
20211021213731,开,开,关,40°C,25%,45,13分钟
20211021213733,开,开,关,40°C,25%,52,13分钟
20211021213737,开,开,关,40°C,25%,51,13分钟
20211021213741,开,开,关,40°C,25%,52,13分钟
20211021213747,开,开,关,40°C,25%,25,13分钟
20211021213748,开,开,关,40°C,25%,23,13分钟
20211021213749,开,开,关,40°C,25%,22,13分钟
20211021213753,开,开,关,40°C,25%,23,13分钟
20211021213755,开,开,关,40°C,25%,22,13分钟
20211021213757,开,开,关,40°C,25%,23,13分钟
20211021213759,开,开,关,40°C,25%,22,13分钟
20211021213801,开,开,关,40°C,25%,27,13分钟
20211021213809,开,开,关,40°C,25%,26,12分钟
20211021213811,开,开,关,40°C,25%,27,12分钟
20211021213813,开,开,关,40°C,25%,26,12分钟
20211021213815,开,开,关,40°C,25%,27,12分钟
20211021213824,开,开,关,40°C,25%,26,12分钟
20211021213828,开,开,关,40°C,25%,27,12分钟
20211021213838,开,开,关,40°C,25%,26,12分钟
20211021213840,开,开,关,40°C,25%,27,12分钟
20211021213842,开,开,关,40°C,25%,26,12分钟
20211021213844,开,开,关,40°C,25%,27,12分钟
20211021213846,开,开,关,40°C,25%,26,12分钟
20211021213848,开,开,关,40°C,25%,27,12分钟
20211021213854,开,开,关,40°C,25%,26,12分钟
20211021213856,开,开,关,40°C,25%,27,12分钟
20211021213902,开,开,关,40°C,25%,26,12分钟
20211021213904,开,开,关,40°C,25%,26,11分钟
20211021213910,开,开,关,40°C,25%,27,11分钟
20211021213912,开,开,关,40°C,25%,26,11分钟
20211021213916,开,开,关,40°C,25%,27,11分钟
20211021213918,开,开,关,40°C,25%,26,11分钟
20211021213928,开,开,关,40°C,25%,27,11分钟
20211021213930,开,开,关,40°C,25%,26,11分钟
20211021213936,开,开,关,40°C,25%,27,11分钟
20211021213938,开,开,关,40°C,25%,26,11分钟
20211021213940,开,开,关,40°C,25%,27,11分钟
20211021213944,开,开,关,40°C,25%,26,11分钟
20211021213946,开,开,关,40°C,25%,27,11分钟
20211021213954,开,开,关,40°C,25%,26,11分钟
20211021214002,开,开,关,40°C,25%,0,11分钟
20211021214109,开,开,关,40°C,25%,0,10分钟
20211021214113,开,开,关,40°C,25%,0,15分钟
20211021214127,开,开,关,39°C,25%,0,15分钟
20211021214131,开,开,关,39°C,25%,0,14分钟
20211021214133,开,开,关,40°C,25%,0,14分钟
20211021214137,开,开,关,40°C,25%,0,15分钟
20211021214141,开,开,关,39°C,25%,0,15分钟
20211021214143,开,开,关,39°C,25%,22,15分钟
20211021214145,开,开,关,39°C,25%,12,15分钟
20211021214147,开,开,关,39°C,25%,13,15分钟
20211021214149,开,开,关,39°C,25%,18,15分钟
20211021214152,开,开,关,39°C,25%,25,15分钟
20211021214158,开,开,关,39°C,25%,28,15分钟
20211021214210,开,开,关,39°C,25%,30,15分钟
20211021214214,开,开,关,39°C,25%,30,14分钟
20211021214216,开,开,关,39°C,25%,28,14分钟
20211021214229,开,开,关,39°C,25%,28,14分钟
20211021214232,开,开,关,39°C,25%,27,14分钟
20211021214234,开,开,关,39°C,25%,28,14分钟
20211021214236,开,开,关,39°C,25%,27,14分钟
20211021214242,开,开,关,39°C,25%,28,14分钟
20211021214244,开,开,关,39°C,25%,27,14分钟
20211021214246,开,开,关,39°C,25%,28,14分钟
20211021214258,开,开,关,39°C,25%,27,14分钟
20211021214300,开,开,关,39°C,25%,28,14分钟
20211021214308,开,开,关,39°C,25%,27,14分钟
20211021214310,开,开,关,39°C,25%,28,14分钟
20211021214312,开,开,关,39°C,25%,27,13分钟
20211021214314,开,开,关,39°C,25%,28,13分钟
20211021214318,开,开,关,39°C,25%,27,13分钟
20211021214320,开,开,关,39°C,25%,28,13分钟
20211021214326,开,开,关,39°C,25%,27,13分钟
20211021214336,开,开,关,39°C,25%,28,13分钟
20211021214339,开,开,关,39°C,25%,27,13分钟
20211021214341,开,开,关,39°C,25%,25,13分钟
20211021214343,开,开,关,39°C,25%,26,13分钟
20211021214347,开,开,关,39°C,25%,25,13分钟
20211021214349,开,开,关,39°C,25%,26,13分钟
20211021214357,开,开,关,39°C,25%,25,13分钟
20211021214403,开,开,关,39°C,25%,28,13分钟
20211021214405,开,开,关,39°C,25%,27,13分钟
20211021214411,开,开,关,39°C,25%,28,13分钟
20211021214413,开,开,关,39°C,25%,28,12分钟
20211021214415,开,开,关,39°C,25%,30,12分钟
20211021214417,开,开,关,39°C,25%,28,12分钟
20211021214419,开,开,关,39°C,25%,30,12分钟
20211021214425,开,开,关,39°C,25%,28,12分钟
20211021214427,开,开,关,39°C,25%,27,12分钟
20211021214441,开,开,关,39°C,25%,28,12分钟
20211021214443,开,开,关,39°C,25%,27,12分钟
20211021214451,开,开,关,39°C,25%,28,12分钟
20211021214455,开,开,关,39°C,25%,30,12分钟
20211021214511,开,开,关,39°C,25%,28,12分钟
20211021214520,开,开,关,39°C,25%,28,11分钟
20211021214522,开,开,关,39°C,25%,27,11分钟
20211021214538,开,开,关,39°C,25%,28,11分钟
20211021214540,开,开,关,39°C,25%,27,11分钟
20211021214542,开,开,关,39°C,25%,30,11分钟
20211021214602,开,开,关,39°C,25%,28,11分钟
20211021214604,开,开,关,39°C,25%,30,11分钟
20211021214606,开,开,关,39°C,25%,28,11分钟
20211021214610,开,开,关,39°C,25%,30,11分钟
20211021214614,开,开,关,39°C,25%,28,11分钟
20211021214616,开,开,关,39°C,25%,25,11分钟
20211021214622,开,开,关,39°C,25%,26,11分钟
20211021214624,开,开,关,39°C,25%,25,11分钟
20211021214628,开,开,关,39°C,25%,26,11分钟
20211021214630,开,开,关,39°C,25%,25,11分钟
20211021214642,开,开,关,39°C,25%,26,11分钟
20211021214644,开,开,关,39°C,25%,27,11分钟
20211021214654,开,开,关,39°C,25%,26,11分钟
20211021214656,开,开,关,39°C,25%,26,17分钟
20211021214658,开,开,关,39°C,25%,26,16分钟
20211021214700,开,开,关,38°C,25%,25,16分钟
20211021214702,开,开,关,38°C,25%,26,16分钟
20211021214704,开,开,关,38°C,25%,25,16分钟
20211021214707,开,开,关,38°C,25%,26,16分钟
20211021214711,开,开,关,38°C,25%,25,16分钟
20211021214712,开,开,关,38°C,25%,26,16分钟
20211021214713,开,开,关,38°C,25%,10,16分钟
20211021214757,开,开,关,38°C,25%,0,16分钟
20211021214837,开,开,关,38°C,25%,0,15分钟
20211021214841,开,开,关,38°C,25%,0,18分钟
20211021214904,开,开,关,37°C,25%,0,18分钟
20211021214922,开,开,关,37°C,25%,0,17分钟
20211021214924,开,开,关,37°C,25%,0,16分钟
20211021214926,开,开,关,38°C,25%,0,16分钟
20211021214932,开,开,关,38°C,25%,0,18分钟
20211021214938,开,开,关,37°C,25%,0,18分钟
20211021214940,开,开,关,37°C,25%,0,17分钟
20211021214942,开,开,关,37°C,25%,0,16分钟
20211021215041,开,开,关,38°C,25%,0,16分钟
20211021215055,开,开,关,38°C,25%,0,15分钟
20211021215127,开,开,关,39°C,25%,0,15分钟
20211021215155,开,开,关,39°C,25%,0,14分钟
20211021215157,开,开,关,40°C,25%,0,14分钟
20211021215201,开,开,关,40°C,25%,0,15分钟
20211021215203,开,开,关,39°C,25%,0,15分钟
20211021215207,开,开,关,39°C,25%,0,14分钟
20211021215215,开,开,关,40°C,25%,0,14分钟
20211021215246,开,开,关,40°C,25%,0,13分钟
20211021215250,开,开,关,40°C,25%,0,12分钟
20211021215332,开,开,关,41°C,25%,0,12分钟
20211021215356,开,开,关,41°C,25%,0,11分钟
20211021215415,开,开,关,42°C,25%,0,11分钟
20211021215459,开,开,关,42°C,25%,0,10分钟
20211021215503,开,开,关,42°C,25%,0,9分钟
20211021215535,开,开,关,43°C,25%,0,9分钟
20211021215539,开,开,关,43°C,25%,0,8分钟
20211021215608,开,开,关,44°C,25%,0,8分钟
20211021215646,开,开,关,44°C,25%,0,7分钟
20211021215648,开,开,关,45°C,25%,0,7分钟
20211021215725,开,开,关,45°C,25%,0,6分钟
20211021215729,开,开,关,45°C,25%,0,5分钟
20211021215807,开,开,关,46°C,25%,0,5分钟
20211021215856,开,开,关,46°C,25%,0,4分钟
20211021215906,开,开,关,47°C,25%,0,4分钟
20211021215956,开,开,关,47°C,25%,0,3分钟
20211021220000,开,开,关,47°C,25%,0,2分钟
20211021220026,开,开,关,48°C,25%,0,2分钟
20211021220030,开,开,关,48°C,25%,0,1分钟
20211021220032,开,开,关,49°C,25%,0,1分钟
20211021220036,开,开,关,49°C,25%,0,2分钟
20211021220044,开,开,关,48°C,25%,0,2分钟
20211021220048,开,开,关,48°C,25%,0,1分钟
20211021220111,开,开,关,49°C,25%,0,1分钟
20211021220127,开,开,关,49°C,25%,0,0分钟
20211021220129,开,关,开,50°C,100%,0,0分钟
20211021221451,开,关,开,50°C,50%,0,0分钟
20211021221453,开,关,开,50°C,50%,8,0分钟
20211021222442,开,关,开,50°C,50%,0,0分钟
20211021222447,开,关,开,50°C,50%,10,0分钟
20211021224539,开,关,开,50°C,50%,0,0分钟
20211021224541,开,关,开,50°C,50%,8,0分钟
20211021225748,开,关,开,50°C,50%,0,0分钟
20211021225824,开,关,开,50°C,50%,0,0分钟
20211021225830,开,关,开,49°C,50%,0,0分钟
20211021225836,开,关,开,50°C,50%,0,0分钟
20211021225842,开,关,开,49°C,50%,0,0分钟
20211021225855,开,关,开,50°C,50%,0,0分钟
20211021225901,开,关,开,49°C,50%,0,0分钟
20211021225907,开,关,开,50°C,50%,0,0分钟
20211021225913,开,关,开,49°C,50%,0,0分钟
20211021225919,开,关,开,50°C,50%,0,0分钟
20211021225925,开,关,开,49°C,50%,0,0分钟
20211021230032,开,关,开,50°C,50%,0,0分钟
20211021230038,开,关,开,49°C,50%,0,0分钟
20211021230050,开,关,开,50°C,50%,0,0分钟
20211021230056,开,关,开,49°C,50%,0,0分钟
20211021230120,开,关,开,50°C,50%,0,0分钟
20211021230126,开,关,开,49°C,50%,0,0分钟
20211021230138,开,关,开,50°C,50%,0,0分钟
20211021230144,开,关,开,49°C,50%,0,0分钟
20211021230156,开,关,开,50°C,50%,0,0分钟
20211021230202,开,关,开,49°C,50%,0,0分钟
20211021230208,开,关,开,50°C,50%,0,0分钟
20211021230215,开,关,开,49°C,50%,0,0分钟
20211021230227,开,关,开,50°C,50%,0,0分钟
20211021230233,开,关,开,49°C,50%,0,0分钟
20211021230245,开,关,开,50°C,50%,0,0分钟
20211021230251,开,关,开,49°C,50%,0,0分钟
20211021230303,开,关,开,50°C,50%,0,0分钟
20211021230309,开,关,开,49°C,50%,0,0分钟
20211021230321,开,关,开,50°C,50%,0,0分钟
20211021230327,开,关,开,49°C,50%,0,0分钟
20211021230345,开,关,开,50°C,50%,0,0分钟
20211021230351,开,关,开,49°C,50%,0,0分钟
20211021230404,开,关,开,50°C,50%,0,0分钟
20211021230410,开,关,开,49°C,50%,0,0分钟
20211021230422,开,关,开,50°C,50%,0,0分钟
20211021230428,开,关,开,49°C,50%,0,0分钟
20211021230434,开,关,开,50°C,50%,0,0分钟
20211021230446,开,关,开,49°C,50%,0,0分钟
20211021230452,开,关,开,50°C,50%,0,0分钟
20211021230458,开,关,开,49°C,50%,0,0分钟
20211021230516,开,关,开,50°C,50%,0,0分钟
20211021230528,开,关,开,49°C,50%,0,0分钟
20211021230541,开,关,开,50°C,50%,0,0分钟
20211021230553,开,关,开,49°C,50%,0,0分钟
20211021230605,开,关,开,50°C,50%,0,0分钟
20211021230611,开,关,开,49°C,50%,0,0分钟
20211021230635,开,关,开,50°C,50%,0,0分钟
20211021230653,开,关,开,49°C,50%,0,0分钟
20211021230659,开,关,开,50°C,50%,0,0分钟
20211021230711,开,关,开,49°C,50%,0,0分钟
20211021230718,开,关,开,50°C,50%,0,0分钟
20211021230730,开,关,开,49°C,50%,0,0分钟
20211021230742,开,关,开,50°C,50%,0,0分钟
20211021230800,开,关,开,49°C,50%,0,0分钟
20211021230806,开,关,开,50°C,50%,0,0分钟
20211021230818,开,关,开,49°C,50%,0,0分钟
20211021230836,开,关,开,50°C,50%,0,0分钟
20211021230848,开,关,开,49°C,50%,0,0分钟
20211021230901,开,关,开,50°C,50%,0,0分钟
20211021230913,开,关,开,49°C,50%,0,0分钟
20211021230919,开,关,开,50°C,50%,0,0分钟
20211021230925,开,关,开,49°C,50%,0,0分钟
20211021230949,开,关,开,50°C,50%,0,0分钟
20211021230955,开,关,开,49°C,50%,0,0分钟
20211021231025,开,关,开,50°C,50%,0,0分钟
20211021231031,开,关,开,49°C,50%,0,0分钟
20211021231037,开,关,开,50°C,50%,0,0分钟
20211021231050,开,关,开,49°C,50%,0,0分钟
20211021231056,开,关,开,50°C,50%,0,0分钟
20211021231102,开,关,开,49°C,50%,0,0分钟
20211021231114,开,关,开,50°C,50%,0,0分钟
20211021231120,开,关,开,49°C,50%,0,0分钟
20211021231126,开,关,开,50°C,50%,0,0分钟
20211021231227,开,关,开,49°C,50%,0,0分钟
20211021231233,开,关,开,50°C,50%,0,0分钟
20211022002516,开,关,开,49°C,50%,0,0分钟
20211022002717,开,关,开,49°C,50%,0,0分钟
20211022002723,开,关,开,48°C,50%,0,0分钟
20211022002729,开,关,开,49°C,50%,0,0分钟
20211022002735,开,关,开,48°C,50%,0,0分钟
20211022002741,开,关,开,49°C,50%,0,0分钟
20211022002747,开,关,开,48°C,50%,0,0分钟
20211022002811,开,关,开,49°C,50%,0,0分钟
20211022002817,开,关,开,48°C,50%,0,0分钟
20211022002829,开,关,开,49°C,50%,0,0分钟
20211022002836,开,关,开,48°C,50%,0,0分钟
20211022002842,开,关,开,49°C,50%,0,0分钟
20211022002848,开,关,开,48°C,50%,0,0分钟
20211022002912,开,关,开,49°C,50%,0,0分钟
20211022002919,开,关,开,48°C,50%,0,0分钟
20211022002942,开,关,开,49°C,50%,0,0分钟
20211022002948,开,关,开,48°C,50%,0,0分钟
20211022003007,开,关,开,49°C,50%,0,0分钟
20211022003013,开,关,开,48°C,50%,0,0分钟
20211022003025,开,关,开,49°C,50%,0,0分钟
20211022003031,开,关,开,48°C,50%,0,0分钟
20211022003049,开,关,开,49°C,50%,0,0分钟
20211022003055,开,关,开,48°C,50%,0,0分钟
20211022003125,开,关,开,49°C,50%,0,0分钟
20211022003131,开,关,开,48°C,50%,0,0分钟
20211022003143,开,关,开,49°C,50%,0,0分钟
20211022003156,开,关,开,48°C,50%,0,0分钟
20211022003214,开,关,开,49°C,50%,0,0分钟
20211022003220,开,关,开,48°C,50%,0,0分钟
20211022003232,开,关,开,49°C,50%,0,0分钟
20211022003238,开,关,开,48°C,50%,0,0分钟
20211022003256,开,关,开,49°C,50%,0,0分钟
20211022003308,开,关,开,48°C,50%,0,0分钟
20211022003326,开,关,开,49°C,50%,0,0分钟
20211022003333,开,关,开,48°C,50%,0,0分钟
20211022003345,开,关,开,49°C,50%,0,0分钟
20211022003351,开,关,开,48°C,50%,0,0分钟
20211022003409,开,关,开,49°C,50%,0,0分钟
20211022003415,开,关,开,48°C,50%,0,0分钟
20211022003433,开,关,开,49°C,50%,0,0分钟
20211022003439,开,关,开,48°C,50%,0,0分钟
20211022003503,开,关,开,49°C,50%,0,0分钟
20211022003516,开,关,开,48°C,50%,0,0分钟
20211022003522,开,关,开,49°C,50%,0,0分钟
20211022003528,开,关,开,48°C,50%,0,0分钟
20211022003610,开,关,开,49°C,50%,0,0分钟
20211022003622,开,关,开,48°C,50%,0,0分钟
20211022003634,开,关,开,49°C,50%,0,0分钟
20211022003640,开,关,开,48°C,50%,0,0分钟
20211022003652,开,关,开,49°C,50%,0,0分钟
20211022003659,开,关,开,48°C,50%,0,0分钟
20211022003711,开,关,开,49°C,50%,0,0分钟
20211022003717,开,关,开,48°C,50%,0,0分钟
20211022003811,开,关,开,49°C,50%,0,0分钟
20211022003900,开,关,开,48°C,50%,0,0分钟
20211022003906,开,关,开,49°C,50%,0,0分钟
20211022003912,开,关,开,48°C,50%,0,0分钟
20211022003924,开,关,开,49°C,50%,0,0分钟
20211022003930,开,关,开,48°C,50%,0,0分钟
20211022003954,开,关,开,49°C,50%,0,0分钟
20211022004006,开,关,开,48°C,50%,0,0分钟
20211022004012,开,关,开,49°C,50%,0,0分钟
20211022004019,开,关,开,48°C,50%,0,0分钟
20211022004025,开,关,开,49°C,50%,0,0分钟
20211022004031,开,关,开,48°C,50%,0,0分钟
20211022004037,开,关,开,49°C,50%,0,0分钟
20211022004137,开,关,开,48°C,50%,0,0分钟
20211022004143,开,关,开,49°C,50%,0,0分钟
20211022004149,开,关,开,48°C,50%,0,0分钟
20211022004155,开,关,开,49°C,50%,0,0分钟
20211022011646,开,关,开,48°C,50%,0,0分钟
20211022012552,开,关,开,48°C,50%,0,0分钟
20211022012558,开,关,开,49°C,50%,0,0分钟
20211022021513,开,关,开,48°C,50%,0,0分钟
20211022021515,开,关,开,48°C,50%,8,0分钟
20211022021557,开,关,开,48°C,50%,0,0分钟
20211022021847,开,关,开,48°C,50%,0,0分钟
20211022021853,开,关,开,47°C,50%,0,0分钟
20211022021249,开,关,开,48°C,50%,0,0分钟
20211022021256,开,关,开,47°C,50%,0,0分钟
20211022021308,开,关,开,48°C,50%,0,0分钟
20211022021314,开,关,开,47°C,50%,0,0分钟
20211022021445,开,关,开,48°C,50%,0,0分钟
20211022021451,开,关,开,47°C,50%,0,0分钟
20211022021841,开,关,开,48°C,50%,0,0分钟
20211022021847,开,关,开,47°C,50%,0,0分钟
20211022023143,开,关,开,48°C,50%,0,0分钟
20211022023149,开,关,开,48°C,50%,0,0分钟
20211022023155,开,关,开,47°C,50%,0,0分钟
20211022023201,开,关,开,48°C,50%,0,0分钟
20211022023207,开,关,开,47°C,50%,0,0分钟
20211022023213,开,关,开,48°C,50%,0,0分钟
20211022023219,开,关,开,47°C,50%,0,0分钟
20211022023225,开,关,开,48°C,50%,0,0分钟
20211022023231,开,关,开,47°C,50%,0,0分钟
20211022023243,开,关,开,48°C,50%,0,0分钟
20211022023249,开,关,开,47°C,50%,0,0分钟
20211022023255,开,关,开,48°C,50%,0,0分钟
20211022023302,开,关,开,47°C,50%,0,0分钟
20211022023314,开,关,开,48°C,50%,0,0分钟
20211022023320,开,关,开,47°C,50%,0,0分钟
20211022023326,开,关,开,48°C,50%,0,0分钟
20211022023338,开,关,开,47°C,50%,0,0分钟
20211022023408,开,关,开,48°C,50%,0,0分钟
20211022023414,开,关,开,48°C,50%,0,0分钟
20211022023420,开,关,开,47°C,50%,0,0分钟
20211022023432,开,关,开,48°C,50%,0,0分钟
20211022023445,开,关,开,47°C,50%,0,0分钟
20211022023451,开,关,开,48°C,50%,0,0分钟
20211022023457,开,关,开,47°C,50%,0,0分钟
20211022023503,开,关,开,48°C,50%,0,0分钟
20211022023509,开,关,开,47°C,50%,0,0分钟
20211022023521,开,关,开,48°C,50%,0,0分钟
20211022023527,开,关,开,47°C,50%,0,0分钟
20211022023533,开,关,开,48°C,50%,0,0分钟
20211022023545,开,关,开,47°C,50%,0,0分钟
20211022023551,开,关,开,48°C,50%,0,0分钟
20211022023557,开,关,开,47°C,50%,0,0分钟
20211022023603,开,关,开,48°C,50%,0,0分钟
20211022023612,开,关,开,47°C,50%,0,0分钟
20211022023622,开,关,开,48°C,50%,0,0分钟
20211022023628,开,关,开,47°C,50%,0,0分钟
20211022023634,开,关,开,48°C,50%,0,0分钟
20211022023652,开,关,开,47°C,50%,0,0分钟
20211022023658,开,关,开,48°C,50%,0,0分钟
20211022023704,开,关,开,47°C,50%,0,0分钟
20211022023716,开,关,开,48°C,50%,0,0分钟
20211022023722,开,关,开,47°C,50%,0,0分钟
20211022023728,开,关,开,48°C,50%,0,0分钟
20211022023746,开,关,开,47°C,50%,0,0分钟
20211022023758,开,关,开,48°C,50%,0,0分钟
20211022023805,开,关,开,47°C,50%,0,0分钟
